agent,capacity,dst_region,installed,region,sector,technology,type,year
A1,9.5404,r1,2022,r1,gas,gassupply1,newcapa,2032
A1,2.8871,r1,2024,r1,gas,gassupply1,newcapa,2032
A1,4.3871,r1,2026,r1,gas,gassupply1,newcapa,2032
A1,4.6571,r1,2028,r1,gas,gassupply1,newcapa,2032
A1,2.6796,r1,2030,r1,gas,gassupply1,newcapa,2032
A1,0.3402,r1,2032,r1,gas,gassupply1,newcapa,2032
A1,4.2400,r1,2026,r1,residential,gasboiler,newcapa,2034
A1,1.9900,r1,2028,r1,residential,gasboiler,newcapa,2034
A1,1.4275,r1,2030,r1,residential,gasboiler,newcapa,2034
A1,6.9519,r1,2032,r1,residential,gasboiler,newcapa,2034
A1,2.2500,r1,2028,r1,residential,heatpump,newcapa,2034
A1,2.8125,r1,2030,r1,residential,heatpump,newcapa,2034
A1,6.3281,r1,2032,r1,residential,heatpump,newcapa,2034
A1,6.4800,r1,2034,r1,residential,heatpump,newcapa,2034
A1,0.6000,r1,2028,r1,power,gasCCGT,newcapa,2034
A1,0.6500,r1,2030,r1,power,gasCCGT,newcapa,2034
A1,1.5625,r1,2032,r1,power,gasCCGT,newcapa,2034
A1,0.0675,r1,2034,r1,power,gasCCGT,newcapa,2034
A1,2.2500,r1,2030,r1,power,windturbine,newcapa,2034
A1,2.8125,r1,2032,r1,power,windturbine,newcapa,2034
A1,6.3281,r1,2034,r1,power,windturbine,newcapa,2034
A1,1.9900,r1,2028,r1,residential,gasboiler,newcapa,2036
A1,1.4275,r1,2030,r1,residential,gasboiler,newcapa,2036
A1,6.9519,r1,2032,r1,residential,gasboiler,newcapa,2036
A1,2.2500,r1,2028,r1,residential,heatpump,newcapa,2036
A1,2.8125,r1,2030,r1,residential,heatpump,newcapa,2036
A1,6.3281,r1,2032,r1,residential,heatpump,newcapa,2036
A1,6.4800,r1,2034,r1,residential,heatpump,newcapa,2036
A1,6.4800,r1,2036,r1,residential,heatpump,newcapa,2036
A1,0.6000,r1,2028,r1,power,gasCCGT,newcapa,2036
A1,0.6500,r1,2030,r1,power,gasCCGT,newcapa,2036
A1,1.5625,r1,2032,r1,power,gasCCGT,newcapa,2036
A1,0.0675,r1,2034,r1,power,gasCCGT,newcapa,2036
A1,2.2500,r1,2030,r1,power,windturbine,newcapa,2036
A1,2.8125,r1,2032,r1,power,windturbine,newcapa,2036
A1,6.3281,r1,2034,r1,power,windturbine,newcapa,2036
A1,6.4800,r1,2036,r1,power,windturbine,newcapa,2036
