asset,year,technology,region,installed,capacity
18,2045,windturbine,R2,2040,2.43470000000
18,2049,windturbine,R2,2040,2.43470000000
18,2050,windturbine,R2,2040,2.43470000000
18,2054,windturbine,R2,2040,2.43470000000
18,2055,windturbine,R2,2040,2.43470000000
18,2059,windturbine,R2,2040,2.43470000000
18,2060,windturbine,R2,2040,2.43470000000
18,2064,windturbine,R2,2040,2.43470000000
18,2065,windturbine,R2,2040,2.43470000000
18,2069,windturbine,R2,2040,2.43470000000
19,2050,windturbine,R2,2045,20.00000000000
19,2054,windturbine,R2,2045,20.00000000000
19,2055,windturbine,R2,2045,20.00000000000
19,2059,windturbine,R2,2045,20.00000000000
19,2060,windturbine,R2,2045,20.00000000000
19,2064,windturbine,R2,2045,20.00000000000
19,2065,windturbine,R2,2045,20.00000000000
19,2069,windturbine,R2,2045,20.00000000000
19,2070,windturbine,R2,2045,20.00000000000
19,2074,windturbine,R2,2045,20.00000000000
