commodity,day,hour,month,region,supply,timeslice,units_prices,year
gas,all-week,morning,all-year,r1,2.3200,1,MUS$2010/PJ,2025
heat,all-week,morning,all-year,r1,2.0000,1,MUS$2010/PJ,2025
CO2f,all-week,morning,all-year,r1,129.4200,1,MUS$2010/kt,2025
gas,all-week,morning,all-year,r2,2.3200,1,MUS$2010/PJ,2025
heat,all-week,morning,all-year,r2,2.0000,1,MUS$2010/PJ,2025
CO2f,all-week,morning,all-year,r2,129.4200,1,MUS$2010/kt,2025
gas,all-week,afternoon,all-year,r1,1.5467,2,MUS$2010/PJ,2025
heat,all-week,afternoon,all-year,r1,1.3333,2,MUS$2010/PJ,2025
CO2f,all-week,afternoon,all-year,r1,86.2800,2,MUS$2010/kt,2025
gas,all-week,afternoon,all-year,r2,1.5467,2,MUS$2010/PJ,2025
heat,all-week,afternoon,all-year,r2,1.3333,2,MUS$2010/PJ,2025
CO2f,all-week,afternoon,all-year,r2,86.2800,2,MUS$2010/kt,2025
gas,all-week,early-peak,all-year,r1,2.3200,3,MUS$2010/PJ,2025
heat,all-week,early-peak,all-year,r1,2.0000,3,MUS$2010/PJ,2025
CO2f,all-week,early-peak,all-year,r1,129.4200,3,MUS$2010/kt,2025
gas,all-week,early-peak,all-year,r2,2.3200,3,MUS$2010/PJ,2025
heat,all-week,early-peak,all-year,r2,2.0000,3,MUS$2010/PJ,2025
CO2f,all-week,early-peak,all-year,r2,129.4200,3,MUS$2010/kt,2025
gas,all-week,late-peak,all-year,r1,4.6400,4,MUS$2010/PJ,2025
heat,all-week,late-peak,all-year,r1,4.0000,4,MUS$2010/PJ,2025
CO2f,all-week,late-peak,all-year,r1,258.8400,4,MUS$2010/kt,2025
gas,all-week,late-peak,all-year,r2,4.6400,4,MUS$2010/PJ,2025
heat,all-week,late-peak,all-year,r2,4.0000,4,MUS$2010/PJ,2025
CO2f,all-week,late-peak,all-year,r2,258.8400,4,MUS$2010/kt,2025
gas,all-week,evening,all-year,r1,3.0933,5,MUS$2010/PJ,2025
heat,all-week,evening,all-year,r1,2.6667,5,MUS$2010/PJ,2025
CO2f,all-week,evening,all-year,r1,172.5600,5,MUS$2010/kt,2025
gas,all-week,evening,all-year,r2,3.0933,5,MUS$2010/PJ,2025
heat,all-week,evening,all-year,r2,2.6667,5,MUS$2010/PJ,2025
CO2f,all-week,evening,all-year,r2,172.5600,5,MUS$2010/kt,2025
electricity,all-week,night,all-year,r1,0.1687,0,MUS$2010/PJ,2030
gas,all-week,night,all-year,r1,1.4440,0,MUS$2010/PJ,2030
heat,all-week,night,all-year,r1,1.6667,0,MUS$2010/PJ,2030
CO2f,all-week,night,all-year,r1,80.5505,0,MUS$2010/kt,2030
electricity,all-week,night,all-year,r2,0.1687,0,MUS$2010/PJ,2030
gas,all-week,night,all-year,r2,1.4440,0,MUS$2010/PJ,2030
heat,all-week,night,all-year,r2,1.6667,0,MUS$2010/PJ,2030
CO2f,all-week,night,all-year,r2,80.5505,0,MUS$2010/kt,2030
electricity,all-week,morning,all-year,r1,0.2531,1,MUS$2010/PJ,2030
gas,all-week,morning,all-year,r1,2.1659,1,MUS$2010/PJ,2030
heat,all-week,morning,all-year,r1,2.5000,1,MUS$2010/PJ,2030
CO2f,all-week,morning,all-year,r1,120.8257,1,MUS$2010/kt,2030
electricity,all-week,morning,all-year,r2,0.2531,1,MUS$2010/PJ,2030
gas,all-week,morning,all-year,r2,2.1659,1,MUS$2010/PJ,2030
heat,all-week,morning,all-year,r2,2.5000,1,MUS$2010/PJ,2030
CO2f,all-week,morning,all-year,r2,120.8257,1,MUS$2010/kt,2030
electricity,all-week,afternoon,all-year,r1,0.1687,2,MUS$2010/PJ,2030
gas,all-week,afternoon,all-year,r1,1.4440,2,MUS$2010/PJ,2030
heat,all-week,afternoon,all-year,r1,1.6667,2,MUS$2010/PJ,2030
CO2f,all-week,afternoon,all-year,r1,80.5505,2,MUS$2010/kt,2030
electricity,all-week,afternoon,all-year,r2,0.1687,2,MUS$2010/PJ,2030
gas,all-week,afternoon,all-year,r2,1.4440,2,MUS$2010/PJ,2030
heat,all-week,afternoon,all-year,r2,1.6667,2,MUS$2010/PJ,2030
CO2f,all-week,afternoon,all-year,r2,80.5505,2,MUS$2010/kt,2030
electricity,all-week,early-peak,all-year,r1,0.2531,3,MUS$2010/PJ,2030
gas,all-week,early-peak,all-year,r1,2.1659,3,MUS$2010/PJ,2030
heat,all-week,early-peak,all-year,r1,2.5000,3,MUS$2010/PJ,2030
CO2f,all-week,early-peak,all-year,r1,120.8257,3,MUS$2010/kt,2030
electricity,all-week,early-peak,all-year,r2,0.2531,3,MUS$2010/PJ,2030
gas,all-week,early-peak,all-year,r2,2.1659,3,MUS$2010/PJ,2030
heat,all-week,early-peak,all-year,r2,2.5000,3,MUS$2010/PJ,2030
CO2f,all-week,early-peak,all-year,r2,120.8257,3,MUS$2010/kt,2030
electricity,all-week,late-peak,all-year,r1,0.5062,4,MUS$2010/PJ,2030
gas,all-week,late-peak,all-year,r1,4.3319,4,MUS$2010/PJ,2030
heat,all-week,late-peak,all-year,r1,5.0000,4,MUS$2010/PJ,2030
CO2f,all-week,late-peak,all-year,r1,241.6514,4,MUS$2010/kt,2030
electricity,all-week,late-peak,all-year,r2,0.5062,4,MUS$2010/PJ,2030
gas,all-week,late-peak,all-year,r2,4.3319,4,MUS$2010/PJ,2030
heat,all-week,late-peak,all-year,r2,5.0000,4,MUS$2010/PJ,2030
CO2f,all-week,late-peak,all-year,r2,241.6514,4,MUS$2010/kt,2030
electricity,all-week,evening,all-year,r1,0.3375,5,MUS$2010/PJ,2030
gas,all-week,evening,all-year,r1,2.8879,5,MUS$2010/PJ,2030
heat,all-week,evening,all-year,r1,3.3333,5,MUS$2010/PJ,2030
CO2f,all-week,evening,all-year,r1,161.1009,5,MUS$2010/kt,2030
electricity,all-week,evening,all-year,r2,0.3375,5,MUS$2010/PJ,2030
gas,all-week,evening,all-year,r2,2.8879,5,MUS$2010/PJ,2030
heat,all-week,evening,all-year,r2,3.3333,5,MUS$2010/PJ,2030
CO2f,all-week,evening,all-year,r2,161.1009,5,MUS$2010/kt,2030
electricity,all-week,night,all-year,r1,0.7243,0,MUS$2010/PJ,2035
gas,all-week,night,all-year,r1,0.2195,0,MUS$2010/PJ,2035
heat,all-week,night,all-year,r1,2.0000,0,MUS$2010/PJ,2035
CO2f,all-week,night,all-year,r1,12.2455,0,MUS$2010/kt,2035
electricity,all-week,night,all-year,r2,0.4444,0,MUS$2010/PJ,2035
gas,all-week,night,all-year,r2,1.0311,0,MUS$2010/PJ,2035
heat,all-week,night,all-year,r2,2.0000,0,MUS$2010/PJ,2035
CO2f,all-week,night,all-year,r2,57.5200,0,MUS$2010/kt,2035
electricity,all-week,morning,all-year,r1,1.0865,1,MUS$2010/PJ,2035
gas,all-week,morning,all-year,r1,0.3293,1,MUS$2010/PJ,2035
heat,all-week,morning,all-year,r1,3.0000,1,MUS$2010/PJ,2035
CO2f,all-week,morning,all-year,r1,18.3682,1,MUS$2010/kt,2035
electricity,all-week,morning,all-year,r2,0.6667,1,MUS$2010/PJ,2035
gas,all-week,morning,all-year,r2,1.5467,1,MUS$2010/PJ,2035
heat,all-week,morning,all-year,r2,3.0000,1,MUS$2010/PJ,2035
CO2f,all-week,morning,all-year,r2,86.2800,1,MUS$2010/kt,2035
electricity,all-week,afternoon,all-year,r1,0.7243,2,MUS$2010/PJ,2035
gas,all-week,afternoon,all-year,r1,0.2195,2,MUS$2010/PJ,2035
heat,all-week,afternoon,all-year,r1,2.0000,2,MUS$2010/PJ,2035
CO2f,all-week,afternoon,all-year,r1,12.2455,2,MUS$2010/kt,2035
electricity,all-week,afternoon,all-year,r2,0.4444,2,MUS$2010/PJ,2035
gas,all-week,afternoon,all-year,r2,1.0311,2,MUS$2010/PJ,2035
heat,all-week,afternoon,all-year,r2,2.0000,2,MUS$2010/PJ,2035
CO2f,all-week,afternoon,all-year,r2,57.5200,2,MUS$2010/kt,2035
electricity,all-week,early-peak,all-year,r1,1.0865,3,MUS$2010/PJ,2035
gas,all-week,early-peak,all-year,r1,0.3293,3,MUS$2010/PJ,2035
heat,all-week,early-peak,all-year,r1,3.0000,3,MUS$2010/PJ,2035
CO2f,all-week,early-peak,all-year,r1,18.3682,3,MUS$2010/kt,2035
electricity,all-week,early-peak,all-year,r2,0.6667,3,MUS$2010/PJ,2035
gas,all-week,early-peak,all-year,r2,1.5467,3,MUS$2010/PJ,2035
heat,all-week,early-peak,all-year,r2,3.0000,3,MUS$2010/PJ,2035
CO2f,all-week,early-peak,all-year,r2,86.2800,3,MUS$2010/kt,2035
electricity,all-week,late-peak,all-year,r1,2.1729,4,MUS$2010/PJ,2035
gas,all-week,late-peak,all-year,r1,0.6585,4,MUS$2010/PJ,2035
heat,all-week,late-peak,all-year,r1,6.0000,4,MUS$2010/PJ,2035
CO2f,all-week,late-peak,all-year,r1,36.7364,4,MUS$2010/kt,2035
electricity,all-week,late-peak,all-year,r2,1.3333,4,MUS$2010/PJ,2035
gas,all-week,late-peak,all-year,r2,3.0933,4,MUS$2010/PJ,2035
heat,all-week,late-peak,all-year,r2,6.0000,4,MUS$2010/PJ,2035
CO2f,all-week,late-peak,all-year,r2,172.5600,4,MUS$2010/kt,2035
electricity,all-week,evening,all-year,r1,1.4486,5,MUS$2010/PJ,2035
gas,all-week,evening,all-year,r1,0.4390,5,MUS$2010/PJ,2035
heat,all-week,evening,all-year,r1,4.0000,5,MUS$2010/PJ,2035
CO2f,all-week,evening,all-year,r1,24.4909,5,MUS$2010/kt,2035
electricity,all-week,evening,all-year,r2,0.8889,5,MUS$2010/PJ,2035
gas,all-week,evening,all-year,r2,2.0622,5,MUS$2010/PJ,2035
heat,all-week,evening,all-year,r2,4.0000,5,MUS$2010/PJ,2035
CO2f,all-week,evening,all-year,r2,115.0400,5,MUS$2010/kt,2035
electricity,all-week,night,all-year,r1,0.9333,0,MUS$2010/PJ,2040
heat,all-week,night,all-year,r1,2.3333,0,MUS$2010/PJ,2040
electricity,all-week,night,all-year,r2,0.4444,0,MUS$2010/PJ,2040
gas,all-week,night,all-year,r2,1.4178,0,MUS$2010/PJ,2040
heat,all-week,night,all-year,r2,2.3333,0,MUS$2010/PJ,2040
CO2f,all-week,night,all-year,r2,79.0900,0,MUS$2010/kt,2040
electricity,all-week,morning,all-year,r1,1.4000,1,MUS$2010/PJ,2040
heat,all-week,morning,all-year,r1,3.5000,1,MUS$2010/PJ,2040
electricity,all-week,morning,all-year,r2,0.6667,1,MUS$2010/PJ,2040
gas,all-week,morning,all-year,r2,2.1267,1,MUS$2010/PJ,2040
heat,all-week,morning,all-year,r2,3.5000,1,MUS$2010/PJ,2040
CO2f,all-week,morning,all-year,r2,118.6350,1,MUS$2010/kt,2040
electricity,all-week,afternoon,all-year,r1,0.9333,2,MUS$2010/PJ,2040
heat,all-week,afternoon,all-year,r1,2.3333,2,MUS$2010/PJ,2040
electricity,all-week,afternoon,all-year,r2,0.4444,2,MUS$2010/PJ,2040
gas,all-week,afternoon,all-year,r2,1.4178,2,MUS$2010/PJ,2040
heat,all-week,afternoon,all-year,r2,2.3333,2,MUS$2010/PJ,2040
CO2f,all-week,afternoon,all-year,r2,79.0900,2,MUS$2010/kt,2040
electricity,all-week,early-peak,all-year,r1,1.4000,3,MUS$2010/PJ,2040
heat,all-week,early-peak,all-year,r1,3.5000,3,MUS$2010/PJ,2040
electricity,all-week,early-peak,all-year,r2,0.6667,3,MUS$2010/PJ,2040
gas,all-week,early-peak,all-year,r2,2.1267,3,MUS$2010/PJ,2040
heat,all-week,early-peak,all-year,r2,3.5000,3,MUS$2010/PJ,2040
CO2f,all-week,early-peak,all-year,r2,118.6350,3,MUS$2010/kt,2040
electricity,all-week,late-peak,all-year,r1,2.8000,4,MUS$2010/PJ,2040
heat,all-week,late-peak,all-year,r1,7.0000,4,MUS$2010/PJ,2040
electricity,all-week,late-peak,all-year,r2,1.3333,4,MUS$2010/PJ,2040
gas,all-week,late-peak,all-year,r2,4.2533,4,MUS$2010/PJ,2040
heat,all-week,late-peak,all-year,r2,7.0000,4,MUS$2010/PJ,2040
CO2f,all-week,late-peak,all-year,r2,237.2700,4,MUS$2010/kt,2040
electricity,all-week,evening,all-year,r1,1.8667,5,MUS$2010/PJ,2040
heat,all-week,evening,all-year,r1,4.6667,5,MUS$2010/PJ,2040
electricity,all-week,evening,all-year,r2,0.8889,5,MUS$2010/PJ,2040
gas,all-week,evening,all-year,r2,2.8356,5,MUS$2010/PJ,2040
heat,all-week,evening,all-year,r2,4.6667,5,MUS$2010/PJ,2040
CO2f,all-week,evening,all-year,r2,158.1800,5,MUS$2010/kt,2040
electricity,all-week,night,all-year,r1,1.0667,0,MUS$2010/PJ,2045
heat,all-week,night,all-year,r1,2.6667,0,MUS$2010/PJ,2045
electricity,all-week,night,all-year,r2,0.4444,0,MUS$2010/PJ,2045
gas,all-week,night,all-year,r2,1.8044,0,MUS$2010/PJ,2045
heat,all-week,night,all-year,r2,2.6667,0,MUS$2010/PJ,2045
CO2f,all-week,night,all-year,r2,100.6600,0,MUS$2010/kt,2045
electricity,all-week,morning,all-year,r1,1.6000,1,MUS$2010/PJ,2045
heat,all-week,morning,all-year,r1,4.0000,1,MUS$2010/PJ,2045
electricity,all-week,morning,all-year,r2,0.6667,1,MUS$2010/PJ,2045
gas,all-week,morning,all-year,r2,2.7067,1,MUS$2010/PJ,2045
heat,all-week,morning,all-year,r2,4.0000,1,MUS$2010/PJ,2045
CO2f,all-week,morning,all-year,r2,150.9900,1,MUS$2010/kt,2045
electricity,all-week,afternoon,all-year,r1,1.0667,2,MUS$2010/PJ,2045
heat,all-week,afternoon,all-year,r1,2.6667,2,MUS$2010/PJ,2045
electricity,all-week,afternoon,all-year,r2,0.4444,2,MUS$2010/PJ,2045
gas,all-week,afternoon,all-year,r2,1.8044,2,MUS$2010/PJ,2045
heat,all-week,afternoon,all-year,r2,2.6667,2,MUS$2010/PJ,2045
CO2f,all-week,afternoon,all-year,r2,100.6600,2,MUS$2010/kt,2045
electricity,all-week,early-peak,all-year,r1,1.6000,3,MUS$2010/PJ,2045
heat,all-week,early-peak,all-year,r1,4.0000,3,MUS$2010/PJ,2045
electricity,all-week,early-peak,all-year,r2,0.6667,3,MUS$2010/PJ,2045
gas,all-week,early-peak,all-year,r2,2.7067,3,MUS$2010/PJ,2045
heat,all-week,early-peak,all-year,r2,4.0000,3,MUS$2010/PJ,2045
CO2f,all-week,early-peak,all-year,r2,150.9900,3,MUS$2010/kt,2045
electricity,all-week,late-peak,all-year,r1,3.2000,4,MUS$2010/PJ,2045
heat,all-week,late-peak,all-year,r1,8.0000,4,MUS$2010/PJ,2045
electricity,all-week,late-peak,all-year,r2,1.3333,4,MUS$2010/PJ,2045
gas,all-week,late-peak,all-year,r2,5.4133,4,MUS$2010/PJ,2045
heat,all-week,late-peak,all-year,r2,8.0000,4,MUS$2010/PJ,2045
CO2f,all-week,late-peak,all-year,r2,301.9800,4,MUS$2010/kt,2045
electricity,all-week,evening,all-year,r1,2.1333,5,MUS$2010/PJ,2045
heat,all-week,evening,all-year,r1,5.3333,5,MUS$2010/PJ,2045
electricity,all-week,evening,all-year,r2,0.8889,5,MUS$2010/PJ,2045
gas,all-week,evening,all-year,r2,3.6089,5,MUS$2010/PJ,2045
heat,all-week,evening,all-year,r2,5.3333,5,MUS$2010/PJ,2045
CO2f,all-week,evening,all-year,r2,201.3200,5,MUS$2010/kt,2045
electricity,all-week,night,all-year,r1,1.2000,0,MUS$2010/PJ,2050
heat,all-week,night,all-year,r1,3.0000,0,MUS$2010/PJ,2050
electricity,all-week,night,all-year,r2,0.4444,0,MUS$2010/PJ,2050
gas,all-week,night,all-year,r2,2.1911,0,MUS$2010/PJ,2050
heat,all-week,night,all-year,r2,3.0000,0,MUS$2010/PJ,2050
CO2f,all-week,night,all-year,r2,122.2300,0,MUS$2010/kt,2050
electricity,all-week,morning,all-year,r1,1.8000,1,MUS$2010/PJ,2050
heat,all-week,morning,all-year,r1,4.5000,1,MUS$2010/PJ,2050
electricity,all-week,morning,all-year,r2,0.6667,1,MUS$2010/PJ,2050
gas,all-week,morning,all-year,r2,3.2867,1,MUS$2010/PJ,2050
heat,all-week,morning,all-year,r2,4.5000,1,MUS$2010/PJ,2050
CO2f,all-week,morning,all-year,r2,183.3450,1,MUS$2010/kt,2050
electricity,all-week,afternoon,all-year,r1,1.2000,2,MUS$2010/PJ,2050
heat,all-week,afternoon,all-year,r1,3.0000,2,MUS$2010/PJ,2050
electricity,all-week,afternoon,all-year,r2,0.4444,2,MUS$2010/PJ,2050
gas,all-week,afternoon,all-year,r2,2.1911,2,MUS$2010/PJ,2050
heat,all-week,afternoon,all-year,r2,3.0000,2,MUS$2010/PJ,2050
CO2f,all-week,afternoon,all-year,r2,122.2300,2,MUS$2010/kt,2050
electricity,all-week,early-peak,all-year,r1,1.8000,3,MUS$2010/PJ,2050
heat,all-week,early-peak,all-year,r1,4.5000,3,MUS$2010/PJ,2050
electricity,all-week,early-peak,all-year,r2,0.6667,3,MUS$2010/PJ,2050
gas,all-week,early-peak,all-year,r2,3.2867,3,MUS$2010/PJ,2050
heat,all-week,early-peak,all-year,r2,4.5000,3,MUS$2010/PJ,2050
CO2f,all-week,early-peak,all-year,r2,183.3450,3,MUS$2010/kt,2050
electricity,all-week,late-peak,all-year,r1,3.6000,4,MUS$2010/PJ,2050
heat,all-week,late-peak,all-year,r1,9.0000,4,MUS$2010/PJ,2050
electricity,all-week,late-peak,all-year,r2,1.3333,4,MUS$2010/PJ,2050
gas,all-week,late-peak,all-year,r2,6.5733,4,MUS$2010/PJ,2050
heat,all-week,late-peak,all-year,r2,9.0000,4,MUS$2010/PJ,2050
CO2f,all-week,late-peak,all-year,r2,366.6900,4,MUS$2010/kt,2050
electricity,all-week,evening,all-year,r1,2.4000,5,MUS$2010/PJ,2050
heat,all-week,evening,all-year,r1,6.0000,5,MUS$2010/PJ,2050
electricity,all-week,evening,all-year,r2,0.8889,5,MUS$2010/PJ,2050
gas,all-week,evening,all-year,r2,4.3822,5,MUS$2010/PJ,2050
heat,all-week,evening,all-year,r2,6.0000,5,MUS$2010/PJ,2050
CO2f,all-week,evening,all-year,r2,244.4600,5,MUS$2010/kt,2050
