agent,capacity,dst_region,installed,region,sector,technology,type,year
A1,2.51390000000,R1,2030,R1,power,gasCCGT,newcapa,2035
A1,7.59380000000,R1,2030,R1,power,windturbine,newcapa,2035
A1,17.40630000000,R1,2035,R1,power,windturbine,newcapa,2035
A1,2.37500000000,R2,2025,R2,power,gasCCGT,newcapa,2035
A1,2.51390000000,R2,2030,R2,power,gasCCGT,newcapa,2035
A1,7.59380000000,R2,2030,R2,power,windturbine,newcapa,2035
A1,1.40620000000,R2,2035,R2,power,windturbine,newcapa,2035
A1,11.78210000000,R1,2025,R1,gas,gassupply1,newcapa,2035
A1,3.58380000000,R1,2030,R1,gas,gassupply1,newcapa,2035
A1,11.78210000000,R2,2025,R2,gas,gassupply1,newcapa,2035
A1,3.58380000000,R2,2030,R2,gas,gassupply1,newcapa,2035
A1,13.42080000000,R2,2035,R2,gas,gassupply1,newcapa,2035
A1,25.00000000000,R1,2035,R1,residential,heatpump,newcapa,2040
A1,17.00000000000,R1,2040,R1,residential,heatpump,newcapa,2040
A1,16.00000000000,R2,2035,R2,residential,gasboiler,newcapa,2040
A1,6.00000000000,R2,2040,R2,residential,gasboiler,newcapa,2040
A1,9.00000000000,R2,2035,R2,residential,heatpump,newcapa,2040
A1,11.00000000000,R2,2040,R2,residential,heatpump,newcapa,2040
A1,2.37500000000,R1,2025,R1,power,gasCCGT,newcapa,2040
A1,2.51390000000,R1,2030,R1,power,gasCCGT,newcapa,2040
A1,7.59380000000,R1,2030,R1,power,windturbine,newcapa,2040
A1,17.40630000000,R1,2035,R1,power,windturbine,newcapa,2040
A1,6.00000000000,R1,2040,R1,power,windturbine,newcapa,2040
A1,2.37500000000,R2,2025,R2,power,gasCCGT,newcapa,2040
A1,2.51390000000,R2,2030,R2,power,gasCCGT,newcapa,2040
A1,7.59380000000,R2,2030,R2,power,windturbine,newcapa,2040
A1,1.40620000000,R2,2035,R2,power,windturbine,newcapa,2040
A1,11.78210000000,R1,2025,R1,gas,gassupply1,newcapa,2040
A1,3.58380000000,R1,2030,R1,gas,gassupply1,newcapa,2040
A1,11.78210000000,R2,2025,R2,gas,gassupply1,newcapa,2040
A1,3.58380000000,R2,2030,R2,gas,gassupply1,newcapa,2040
A1,13.42080000000,R2,2035,R2,gas,gassupply1,newcapa,2040
A1,7.73330000000,R2,2040,R2,gas,gassupply1,newcapa,2040
A1,17.00000000000,R1,2040,R1,residential,heatpump,newcapa,2045
A1,31.00000000000,R1,2045,R1,residential,heatpump,newcapa,2045
A1,6.00000000000,R2,2040,R2,residential,gasboiler,newcapa,2045
A1,22.00000000000,R2,2045,R2,residential,gasboiler,newcapa,2045
A1,11.00000000000,R2,2040,R2,residential,heatpump,newcapa,2045
A1,9.00000000000,R2,2045,R2,residential,heatpump,newcapa,2045
A1,2.37500000000,R1,2025,R1,power,gasCCGT,newcapa,2045
A1,2.51390000000,R1,2030,R1,power,gasCCGT,newcapa,2045
A1,7.59380000000,R1,2030,R1,power,windturbine,newcapa,2045
A1,17.40630000000,R1,2035,R1,power,windturbine,newcapa,2045
A1,6.00000000000,R1,2040,R1,power,windturbine,newcapa,2045
A1,6.00000000000,R1,2045,R1,power,windturbine,newcapa,2045
A1,2.37500000000,R2,2025,R2,power,gasCCGT,newcapa,2045
A1,2.51390000000,R2,2030,R2,power,gasCCGT,newcapa,2045
A1,7.59380000000,R2,2030,R2,power,windturbine,newcapa,2045
A1,1.40620000000,R2,2035,R2,power,windturbine,newcapa,2045
A1,11.78210000000,R1,2025,R1,gas,gassupply1,newcapa,2045
A1,3.58380000000,R1,2030,R1,gas,gassupply1,newcapa,2045
A1,11.78210000000,R2,2025,R2,gas,gassupply1,newcapa,2045
A1,3.58380000000,R2,2030,R2,gas,gassupply1,newcapa,2045
A1,13.42080000000,R2,2035,R2,gas,gassupply1,newcapa,2045
A1,7.73330000000,R2,2040,R2,gas,gassupply1,newcapa,2045
A1,7.73330000000,R2,2045,R2,gas,gassupply1,newcapa,2045
A1,31.00000000000,R1,2045,R1,residential,heatpump,newcapa,2050
A1,23.00000000000,R1,2050,R1,residential,heatpump,newcapa,2050
A1,22.00000000000,R2,2045,R2,residential,gasboiler,newcapa,2050
A1,12.00000000000,R2,2050,R2,residential,gasboiler,newcapa,2050
A1,9.00000000000,R2,2045,R2,residential,heatpump,newcapa,2050
A1,11.00000000000,R2,2050,R2,residential,heatpump,newcapa,2050
A1,2.37500000000,R1,2025,R1,power,gasCCGT,newcapa,2050
A1,2.51390000000,R1,2030,R1,power,gasCCGT,newcapa,2050
A1,7.59380000000,R1,2030,R1,power,windturbine,newcapa,2050
A1,17.40630000000,R1,2035,R1,power,windturbine,newcapa,2050
A1,6.00000000000,R1,2040,R1,power,windturbine,newcapa,2050
A1,6.00000000000,R1,2045,R1,power,windturbine,newcapa,2050
A1,6.00000000000,R1,2050,R1,power,windturbine,newcapa,2050
A1,2.37500000000,R2,2025,R2,power,gasCCGT,newcapa,2050
A1,2.51390000000,R2,2030,R2,power,gasCCGT,newcapa,2050
A1,7.59380000000,R2,2030,R2,power,windturbine,newcapa,2050
A1,1.40620000000,R2,2035,R2,power,windturbine,newcapa,2050
A1,11.78210000000,R1,2025,R1,gas,gassupply1,newcapa,2050
A1,3.58380000000,R1,2030,R1,gas,gassupply1,newcapa,2050
A1,11.78210000000,R2,2025,R2,gas,gassupply1,newcapa,2050
A1,3.58380000000,R2,2030,R2,gas,gassupply1,newcapa,2050
A1,13.42080000000,R2,2035,R2,gas,gassupply1,newcapa,2050
A1,7.73330000000,R2,2040,R2,gas,gassupply1,newcapa,2050
A1,7.73330000000,R2,2045,R2,gas,gassupply1,newcapa,2050
A1,7.73330000000,R2,2050,R2,gas,gassupply1,newcapa,2050
